date,units,estimated_revenue,event_name,event_type,weekday,month,year,avg_selling_price,moving_average_28
2012-05-10,28164.0,76308.96878051758,None,None,Thursday,5,2012,2.709450673928333,31110.571428571428
2012-05-11,32814.0,87982.04315185547,None,None,Friday,5,2012,2.6812349348404787,31141.85714285714
2012-05-12,40872.0,109592.5033569336,None,None,Saturday,5,2012,2.681358958625308,31224.928571428572
2012-05-13,33769.0,90951.63537597656,Mother's day,Cultural,Sunday,5,2012,2.693347015783013,31048.571428571428
2012-05-14,31583.0,83893.2467956543,None,None,Monday,5,2012,2.6562785927763133,31188.25
2012-05-15,31758.0,85174.77270507812,None,None,Tuesday,5,2012,2.6819942283858595,31391.5
2012-05-16,28677.0,78477.36911010742,None,None,Wednesday,5,2012,2.736596195909873,31533.571428571428
2012-05-17,27323.0,73753.71673583984,None,None,Thursday,5,2012,2.6993271871990574,31622.821428571428
2012-05-18,32311.0,85733.18307495117,None,None,Friday,5,2012,2.6533744877890246,31771.678571428572
2012-05-19,37929.0,101661.09594726562,None,None,Saturday,5,2012,2.680299927424019,31815.285714285714
2012-05-20,39514.0,107634.08038330078,None,None,Sunday,5,2012,2.723947977509257,31913.5
2012-05-21,28805.0,79219.13143920898,None,None,Monday,5,2012,2.7501868230935247,31989.75
2012-05-22,27502.0,74641.32846069336,None,None,Tuesday,5,2012,2.7140327416440027,32084.535714285714
2012-05-23,26623.0,71096.19108581543,None,None,Wednesday,5,2012,2.6704800768439103,32162.214285714286
2012-05-24,27963.0,73501.63876342773,None,None,Thursday,5,2012,2.6285319444776216,32284.821428571428
2012-05-25,32797.0,88751.34606933594,None,None,Friday,5,2012,2.7060812290555822,32421.25
2012-05-26,37239.0,99985.58609008789,None,None,Saturday,5,2012,2.684969684741478,32478.10714285714
2012-05-27,33853.0,91485.96371459961,None,None,Sunday,5,2012,2.7024477509999,32397.0
2012-05-28,33407.0,89538.84156799316,MemorialDay,National,Monday,5,2012,2.6802419124133614,32613.10714285714
2012-05-29,28620.0,74804.28512573242,None,None,Tuesday,5,2012,2.6137066780479534,32553.464285714286
2012-05-30,27150.0,72708.38763427734,None,None,Wednesday,5,2012,2.678025327229368,32478.85714285714
2012-05-31,28809.0,76121.37208557129,None,None,Thursday,5,2012,2.642277485701388,32330.64285714286
2012-06-01,39529.0,103884.19705200195,None,None,Friday,6,2012,2.628050217612435,32566.25
2012-06-02,44943.0,117199.53155517578,None,None,Saturday,6,2012,2.6077371683059827,32771.32142857143
2012-06-03,43910.0,118554.30136108398,None,None,Sunday,6,2012,2.699938541586973,32856.357142857145
2012-06-04,33294.0,90174.87031555176,None,None,Monday,6,2012,2.708442071110463,32849.82142857143
2012-06-05,34006.0,89825.4340209961,None,None,Tuesday,6,2012,2.641458390313359,32977.42857142857
2012-06-06,33587.0,88603.72058105469,None,None,Wednesday,6,2012,2.6380361622370168,33098.25
2012-06-07,32535.0,88467.14566040039,None,None,Thursday,6,2012,2.7191377181619916,33254.357142857145
2012-06-08,36901.0,97187.39016723633,None,None,Friday,6,2012,2.633733236693757,33400.32142857143
2012-06-09,43309.0,115770.30630493164,None,None,Saturday,6,2012,2.673123514856765,33487.357142857145
2012-06-10,44944.0,114253.2943725586,None,None,Sunday,6,2012,2.5421256312869036,33886.46428571428
2012-06-11,39636.0,100382.17376708984,None,None,Monday,6,2012,2.5326010133991788,34174.07142857143
2012-06-12,35074.0,90032.67636108398,NBAFinalsStart,Sporting,Tuesday,6,2012,2.566934947855505,34292.5
2012-06-13,32930.0,85078.42364501953,None,None,Wednesday,6,2012,2.583614444124492,34444.392857142855
2012-06-14,33782.0,87594.39584350586,None,None,Thursday,6,2012,2.5929310237258263,34675.07142857143
2012-06-15,41798.0,105801.12509155273,None,None,Friday,6,2012,2.5312485069035056,35013.892857142855
2012-06-16,44438.0,113567.26065063477,None,None,Saturday,6,2012,2.5556339315593584,35246.357142857145
2012-06-17,39039.0,99806.94174194336,Father's day,Cultural,Sunday,6,2012,2.556595756600921,35229.392857142855
2012-06-18,34100.0,89312.25901794434,None,None,Monday,6,2012,2.6191278304382504,35418.5
2012-06-19,31967.0,82752.2280883789,None,None,Tuesday,6,2012,2.5886767006093443,35577.96428571428
2012-06-20,31468.0,81538.56433105469,None,None,Wednesday,6,2012,2.5911581394132033,35751.0
2012-06-21,30764.0,80841.80657958984,NBAFinalsEnd,Sporting,Thursday,6,2012,2.6278054407615996,35851.03571428572
2012-06-22,36477.0,93112.54513549805,None,None,Friday,6,2012,2.5526371449268868,35982.46428571428
2012-06-23,40010.0,103673.77673339844,None,None,Saturday,6,2012,2.591196619180166,36081.42857142857
2012-06-24,40509.0,106088.6901550293,None,None,Sunday,6,2012,2.6188918550205953,36319.142857142855
2012-06-25,31847.0,84240.75546264648,None,None,Monday,6,2012,2.6451708312445907,36263.42857142857
2012-06-26,29371.0,75885.22518920898,None,None,Tuesday,6,2012,2.583678635021245,36290.25
2012-06-27,28885.0,74533.05145263672,None,None,Wednesday,6,2012,2.5803375957291577,36352.21428571428
2012-06-28,29585.0,76365.09101867676,None,None,Thursday,6,2012,2.58120976909504,36379.92857142857
2012-06-29,36377.0,96315.04187011719,None,None,Friday,6,2012,2.6476906251234897,36267.357142857145
2012-06-30,40594.0,106491.27584838867,None,None,Saturday,6,2012,2.6233255123513,36112.03571428572
2012-07-01,40699.0,110601.55569458008,None,None,Sunday,7,2012,2.717549711161947,35997.357142857145
2012-07-02,35863.0,95191.38204956055,None,None,Monday,7,2012,2.654306166510346,36089.107142857145
2012-07-03,39542.0,103605.82873535156,None,None,Tuesday,7,2012,2.620146394601982,36286.82142857143
2012-07-04,32656.0,85361.5945892334,IndependenceDay,National,Wednesday,7,2012,2.6139635775732915,36253.57142857143
2012-07-05,34408.0,91883.65548706055,None,None,Thursday,7,2012,2.67041546986342,36320.46428571428
2012-07-06,39991.0,104885.9033203125,None,None,Friday,7,2012,2.6227376989900852,36430.82142857143
2012-07-07,41431.0,110784.38522338867,None,None,Saturday,7,2012,2.673949101479295,36363.75
2012-07-08,42672.0,114740.05096435547,None,None,Sunday,7,2012,2.6888838339978314,36282.607142857145
2012-07-09,35770.0,96432.22836303711,None,None,Monday,7,2012,2.6958967951645825,36144.53571428572
2012-07-10,32587.0,86624.95379638672,None,None,Tuesday,7,2012,2.6582672168774883,36055.71428571428
2012-07-11,33072.0,88100.47427368164,None,None,Wednesday,7,2012,2.663899197922159,36060.78571428572
2012-07-12,33077.0,88355.2388458252,None,None,Thursday,7,2012,2.67119868324894,36035.607142857145
2012-07-13,36582.0,97437.83847045898,None,None,Friday,7,2012,2.6635459644212722,35849.32142857143
2012-07-14,42348.0,114338.14193725586,None,None,Saturday,7,2012,2.6999655695016496,35774.67857142857
2012-07-15,43689.0,118653.46755981445,None,None,Sunday,7,2012,2.7158659516082873,35940.75
2012-07-16,33020.0,88039.33723449707,None,None,Monday,7,2012,2.6662427993487907,35902.17857142857
2012-07-17,30418.0,81173.7854309082,None,None,Tuesday,7,2012,2.668610212075357,35846.857142857145
2012-07-18,28916.0,76488.41516113281,None,None,Wednesday,7,2012,2.645193497065044,35755.71428571428
2012-07-19,30864.0,81497.48522949219,None,None,Thursday,7,2012,2.6405354208622405,35759.28571428572
2012-07-20,35402.0,93834.95373535156,Ramadan starts,Religious,Friday,7,2012,2.650555158899259,35720.892857142855
2012-07-21,39544.0,104497.53936767578,None,None,Saturday,7,2012,2.6425637104914976,35704.25
2012-07-22,39952.0,107416.62692260742,None,None,Sunday,7,2012,2.6886420435174063,35684.357142857145
2012-07-23,30864.0,82424.0950012207,None,None,Monday,7,2012,2.6705577696092764,35649.25
2012-07-24,29479.0,79602.3136138916,None,None,Tuesday,7,2012,2.700305763896048,35653.107142857145
2012-07-25,28354.0,75508.15020751953,None,None,Wednesday,7,2012,2.663051075951172,35634.142857142855
2012-07-26,28538.0,76518.08045959473,None,None,Thursday,7,2012,2.6812699018710044,35596.75
2012-07-27,31840.0,85187.55648803711,None,None,Friday,7,2012,2.675488583166995,35434.71428571428
2012-07-28,34588.0,94624.03942871094,None,None,Saturday,7,2012,2.735747641630361,35220.21428571428
2012-07-29,36147.0,97311.09884643555,None,None,Sunday,7,2012,2.692093364495962,35057.642857142855
2012-07-30,28933.0,77603.41970825195,None,None,Monday,7,2012,2.6821767431048267,34810.142857142855
2012-07-31,29531.0,78852.27934265137,None,None,Tuesday,7,2012,2.6701526986099817,34452.607142857145
2012-08-01,33970.0,90551.22412109375,None,None,Wednesday,8,2012,2.665623318254158,34499.53571428572
2012-08-02,35260.0,93333.66836547852,None,None,Thursday,8,2012,2.6470127159806727,34529.96428571428
2012-08-03,39511.0,105386.13555908203,None,None,Friday,8,2012,2.6672606504285397,34512.82142857143
2012-08-04,41276.0,110825.02056884766,None,None,Saturday,8,2012,2.684974817541614,34507.28571428572
2012-08-05,43009.0,117535.00332641602,None,None,Sunday,8,2012,2.732800188946872,34519.32142857143
2012-08-06,37024.0,98126.41525268555,None,None,Monday,8,2012,2.6503461336615586,34564.107142857145
2012-08-07,32394.0,87176.50402832031,None,None,Tuesday,8,2012,2.6911311980095176,34557.21428571428
2012-08-08,32301.0,86191.27537536621,None,None,Wednesday,8,2012,2.6683779256173557,34529.67857142857
2012-08-09,35008.0,91788.99578857422,None,None,Thursday,8,2012,2.6219434354597295,34598.642857142855
2012-08-10,36465.0,97196.1813659668,None,None,Friday,8,2012,2.665465003865811,34594.46428571428
2012-08-11,44081.0,115662.03503417969,None,None,Saturday,8,2012,2.623852340785819,34656.357142857145
2012-08-12,45798.0,119862.2144165039,None,None,Sunday,8,2012,2.6171932053038103,34731.67857142857
2012-08-13,36030.0,94641.4423828125,None,None,Monday,8,2012,2.6267400050738967,34839.17857142857
2012-08-14,34312.0,89308.3212890625,None,None,Tuesday,8,2012,2.602830534188112,34978.25
2012-08-15,35497.0,93423.08193969727,None,None,Wednesday,8,2012,2.631858521556674,35213.28571428572
2012-08-16,34405.0,90856.64001464844,None,None,Thursday,8,2012,2.6407975589201698,35339.75
2012-08-17,35457.0,95073.33856201172,None,None,Friday,8,2012,2.681370069718581,35341.71428571428
2012-08-18,41521.0,111628.16961669922,None,None,Saturday,8,2012,2.6884749793285136,35412.32142857143
2012-08-19,43364.0,118594.63916015625,Eid al-Fitr,Religious,Sunday,8,2012,2.734863923073431,35534.17857142857
2012-08-20,32410.0,88413.65219116211,None,None,Monday,8,2012,2.7279744582277727,35589.392857142855
2012-08-21,30206.0,80997.46197509766,None,None,Tuesday,8,2012,2.6815024159139793,35615.357142857145
2012-08-22,28922.0,79407.96780395508,None,None,Wednesday,8,2012,2.7455904779736904,35635.642857142855
2012-08-23,28552.0,76787.9328918457,None,None,Thursday,8,2012,2.6894064475989667,35636.142857142855
2012-08-24,33044.0,89759.21017456055,None,None,Friday,8,2012,2.716354260215487,35679.142857142855
2012-08-25,39964.0,108550.89947509766,None,None,Saturday,8,2012,2.7162170822514677,35871.142857142855
2012-08-26,41021.0,114361.70483398438,None,None,Sunday,8,2012,2.7878819344722063,36045.21428571428
2012-08-27,31010.0,85702.65121459961,None,None,Monday,8,2012,2.7637101326862177,36119.392857142855
2012-08-28,28472.0,78172.79692077637,None,None,Tuesday,8,2012,2.7456025892377203,36081.57142857143
2012-08-29,27101.0,73989.50787353516,None,None,Wednesday,8,2012,2.730139399783593,35836.25
2012-08-30,28303.0,76577.93298339844,None,None,Thursday,8,2012,2.7056472099564863,35587.78571428572
2012-08-31,37092.0,103325.32568359375,None,None,Friday,8,2012,2.785649889021723,35501.392857142855
2012-09-01,44630.0,122365.33828735352,None,None,Saturday,9,2012,2.741773208320715,35621.17857142857
2012-09-02,42819.0,114179.4670715332,None,None,Sunday,9,2012,2.6665608041181064,35614.392857142855
2012-09-03,44525.0,119463.62893676758,LaborDay,National,Monday,9,2012,2.6830685892592383,35882.28571428572
2012-09-04,31879.0,86036.06228637695,None,None,Tuesday,9,2012,2.698831904588505,35863.892857142855
2012-09-05,31854.0,86208.33982849121,None,None,Wednesday,9,2012,2.7063583797479502,35847.92857142857
2012-09-06,32575.0,87525.51570129395,None,None,Thursday,9,2012,2.6868922701855396,35761.03571428572
2012-09-07,34775.0,93043.44448852539,None,None,Friday,9,2012,2.675584313113599,35700.67857142857
2012-09-08,43218.0,119960.34927368164,None,None,Saturday,9,2012,2.7757033938100246,35669.857142857145
2012-09-09,46649.0,128512.72219848633,None,None,Sunday,9,2012,2.754886968605679,35700.25
2012-09-10,32972.0,90161.71328735352,None,None,Monday,9,2012,2.734493306058277,35591.03571428572
2012-09-11,32370.0,87078.55154418945,None,None,Tuesday,9,2012,2.6901004493107648,35521.67857142857
2012-09-12,31018.0,84477.36529541016,None,None,Wednesday,9,2012,2.7234949157073363,35361.71428571428
2012-09-13,30142.0,83187.07388305664,None,None,Thursday,9,2012,2.759839223776015,35209.46428571428
2012-09-14,36359.0,98863.01614379883,None,None,Friday,9,2012,2.71907962660686,35241.67857142857
2012-09-15,45959.0,124101.58413696289,None,None,Saturday,9,2012,2.7002672846877194,35400.17857142857
2012-09-16,44286.0,120612.98532104492,None,None,Sunday,9,2012,2.7235014524013215,35433.107142857145
2012-09-17,31860.0,87615.89651489258,None,None,Monday,9,2012,2.7500281391993906,35413.46428571428
2012-09-18,29276.0,80482.30006408691,None,None,Tuesday,9,2012,2.7490879923516505,35380.25
2012-09-19,27065.0,73782.51731872559,None,None,Wednesday,9,2012,2.7261229380648655,35313.92857142857
2012-09-20,28557.0,77862.84051513672,None,None,Thursday,9,2012,2.726576339081021,35314.107142857145
2012-09-21,33634.0,91878.4751586914,None,None,Friday,9,2012,2.7317141927422073,35335.17857142857
2012-09-22,41889.0,113185.27471923828,None,None,Saturday,9,2012,2.7020285688185033,35403.92857142857
2012-09-23,41362.0,114043.51327514648,None,None,Sunday,9,2012,2.7572050015750325,35416.107142857145
2012-09-24,29176.0,81186.17155456543,None,None,Monday,9,2012,2.782635438530485,35350.607142857145
2012-09-25,27979.0,76663.6714630127,None,None,Tuesday,9,2012,2.7400432990104253,35333.0
2012-09-26,26932.0,74132.86462402344,None,None,Wednesday,9,2012,2.752594111986612,35326.96428571428
2012-09-27,27231.0,74521.1708984375,None,None,Thursday,9,2012,2.7366299768072233,35288.67857142857
2012-09-28,32656.0,89045.82138061523,None,None,Friday,9,2012,2.7267828693231024,35130.25
2012-09-29,40981.0,113487.19692993164,None,None,Saturday,9,2012,2.7692637302635768,34999.92857142857
2012-09-30,39736.0,112220.11056518555,None,None,Sunday,9,2012,2.8241421020028574,34889.82142857143
2012-10-01,34841.0,94737.1780090332,None,None,Monday,10,2012,2.7191291297331652,34543.96428571428
2012-10-02,33830.0,89333.9486694336,None,None,Tuesday,10,2012,2.6406724407163344,34613.642857142855
2012-10-03,34220.0,92978.4486694336,None,None,Wednesday,10,2012,2.717079154571408,34698.142857142855
2012-10-04,30075.0,82199.84175109863,None,None,Thursday,10,2012,2.7331618204854076,34608.857142857145
2012-10-05,34588.0,93219.33871459961,None,None,Friday,10,2012,2.695135269879716,34602.17857142857
2012-10-06,44040.0,118864.65188598633,None,None,Saturday,10,2012,2.699015710399326,34631.53571428572
2012-10-07,41872.0,115762.31118774414,None,None,Sunday,10,2012,2.764671168985101,34460.92857142857
2012-10-08,33790.0,92334.79299926758,ColumbusDay,National,Monday,10,2012,2.732607073076874,34490.142857142855
2012-10-09,32295.0,85771.00505065918,None,None,Tuesday,10,2012,2.6558601966452757,34487.46428571428
2012-10-10,29969.0,80176.10038757324,None,None,Wednesday,10,2012,2.6753011574484713,34450.0
2012-10-11,29998.0,81019.10443115234,None,None,Thursday,10,2012,2.700816868829667,34444.857142857145
2012-10-12,35052.0,94706.79963684082,None,None,Friday,10,2012,2.7018943180657544,34398.17857142857
2012-10-13,42226.0,114498.67544555664,None,None,Saturday,10,2012,2.7115681202471613,34264.857142857145
2012-10-14,42237.0,116631.9709777832,None,None,Sunday,10,2012,2.761369675350598,34191.67857142857
2012-10-15,33684.0,93162.65454101562,None,None,Monday,10,2012,2.7657835928338566,34256.82142857143
2012-10-16,27869.0,74792.38146972656,None,None,Tuesday,10,2012,2.683712421318546,34206.57142857143
2012-10-17,27103.0,72794.61315917969,None,None,Wednesday,10,2012,2.685850760402158,34207.92857142857
2012-10-18,26169.0,71705.34278869629,None,None,Thursday,10,2012,2.7400872325536434,34122.642857142855
2012-10-19,29711.0,81988.37090301514,None,None,Friday,10,2012,2.7595291610183144,33982.53571428572
2012-10-20,36689.0,102880.71034240723,None,None,Saturday,10,2012,2.8041295849548153,33796.82142857143
2012-10-21,36987.0,103106.00277709961,None,None,Sunday,10,2012,2.787628160626696,33640.57142857143
2012-10-22,26712.0,73397.25419616699,None,None,Monday,10,2012,2.7477258983291026,33552.57142857143
2012-10-23,25419.0,69097.30668640137,None,None,Tuesday,10,2012,2.7183330062709534,33461.142857142855
2012-10-24,24390.0,66150.15229797363,None,None,Wednesday,10,2012,2.7121833660505796,33370.357142857145
2012-10-25,24312.0,65792.64236450195,None,None,Thursday,10,2012,2.7061797616198566,33266.107142857145
2012-10-26,31863.0,87683.32585144043,EidAlAdha,Religious,Friday,10,2012,2.751885442407822,33237.78571428572
2012-10-27,38547.0,107194.72019958496,None,None,Saturday,10,2012,2.7808836018259515,33150.857142857145
2012-10-28,37184.0,102601.92546081543,None,None,Sunday,10,2012,2.759303072848952,33059.71428571428
2012-10-29,27581.0,77518.52247619629,None,None,Monday,10,2012,2.8105769361588155,32800.42857142857
2012-10-30,28080.0,77460.60124206543,None,None,Tuesday,10,2012,2.7585684203014753,32595.071428571428
2012-10-31,24975.0,69301.7527923584,Halloween,Cultural,Wednesday,10,2012,2.7748449566509867,32264.89285714286
2012-11-01,31051.0,83904.98483276367,None,None,Thursday,11,2012,2.702166913553949,32299.75
2012-11-02,35514.0,96565.75396728516,None,None,Friday,11,2012,2.7190897664944855,32332.821428571428
2012-11-03,45079.0,123449.85037231445,None,None,Saturday,11,2012,2.738522380095265,32369.928571428572
2012-11-04,42545.0,119043.60235595703,None,None,Sunday,11,2012,2.7980632825468805,32393.964285714286
2012-11-05,33057.0,91324.34605407715,None,None,Monday,11,2012,2.7626326059254365,32367.785714285714
2012-11-06,30514.0,83593.02062988281,None,None,Tuesday,11,2012,2.7394973005794983,32304.178571428572
2012-11-07,29683.0,81200.75317382812,None,None,Wednesday,11,2012,2.735597923856353,32293.964285714286
2012-11-08,30757.0,85112.61352539062,None,None,Thursday,11,2012,2.76725992539554,32321.071428571428
2012-11-09,35722.0,98627.01675415039,None,None,Friday,11,2012,2.7609601017342364,32345.0
2012-11-10,42884.0,118099.04147338867,None,None,Saturday,11,2012,2.753918512111479,32368.5
2012-11-11,43517.0,119772.89706420898,VeteransDay,National,Sunday,11,2012,2.7523243115152467,32414.214285714286
2012-11-12,33213.0,91036.89566040039,None,None,Monday,11,2012,2.74100188662272,32397.39285714286
2012-11-13,28308.0,77230.98435974121,None,None,Tuesday,11,2012,2.728238814460266,32413.071428571428
2012-11-14,27835.0,76598.35314941406,None,None,Wednesday,11,2012,2.7518718573527594,32439.214285714286
2012-11-15,29713.0,82419.51174926758,None,None,Thursday,11,2012,2.7738535909961155,32565.785714285714
2012-11-16,31616.0,88963.54876708984,None,None,Friday,11,2012,2.813877428108864,32633.821428571428
2012-11-17,40441.0,113252.46420288086,None,None,Saturday,11,2012,2.8004367894681352,32767.821428571428
2012-11-18,37576.0,106357.13272094727,None,None,Sunday,11,2012,2.8304538194844384,32788.857142857145
2012-11-19,29330.0,81567.84173583984,None,None,Monday,11,2012,2.7810379043927664,32882.357142857145
2012-11-20,30274.0,82887.56140136719,None,None,Tuesday,11,2012,2.7379124463687385,33055.75
2012-11-21,35208.0,94605.4962310791,None,None,Wednesday,11,2012,2.687045450780479,33442.107142857145
2012-11-22,21909.0,57325.32321166992,Thanksgiving,National,Thursday,11,2012,2.616519385260392,33356.28571428572
2012-11-23,23423.0,65857.01275634766,None,None,Friday,11,2012,2.8116386780663305,33054.857142857145
2012-11-24,30016.0,85698.05500793457,None,None,Saturday,11,2012,2.8550791247312954,32750.178571428572
2012-11-25,32732.0,93254.7935180664,None,None,Sunday,11,2012,2.8490404960914826,32591.178571428572
2012-11-26,26476.0,76118.01014709473,None,None,Monday,11,2012,2.8749814982283852,32551.714285714286
2012-11-27,24489.0,69416.38917541504,None,None,Tuesday,11,2012,2.8345946823232895,32423.464285714286
2012-11-28,23545.0,66304.89436340332,None,None,Wednesday,11,2012,2.816092349263254,32372.39285714286
2012-11-29,23868.0,66571.09379577637,None,None,Thursday,11,2012,2.789135821844158,32115.85714285714
2012-11-30,30389.0,85718.57229614258,None,None,Friday,11,2012,2.8207105299990975,31932.821428571428
2012-12-01,42496.0,118077.00296020508,None,None,Saturday,12,2012,2.7785439326102477,31840.571428571428
2012-12-02,40940.0,114850.14547729492,None,None,Sunday,12,2012,2.805328419083901,31783.25
2012-12-03,35337.0,98228.15200805664,None,None,Monday,12,2012,2.7797535729704457,31864.678571428572
2012-12-04,28819.0,80885.02210998535,None,None,Tuesday,12,2012,2.806656098753786,31804.14285714286
2012-12-05,31184.0,85238.26075744629,None,None,Wednesday,12,2012,2.7333972792921464,31857.75
2012-12-06,31124.0,86786.39280700684,None,None,Thursday,12,2012,2.7884074285762384,31870.85714285714
2012-12-07,33594.0,92924.70547485352,None,None,Friday,12,2012,2.7661101826175365,31794.85714285714
2012-12-08,41573.0,115423.96688842773,None,None,Saturday,12,2012,2.7764165898161726,31748.035714285714
2012-12-09,42526.0,120409.77499389648,None,None,Sunday,12,2012,2.831439001878768,31712.64285714286
2012-12-10,31089.0,86990.56796264648,None,None,Monday,12,2012,2.7981140584337383,31636.785714285714
2012-12-11,30298.0,85960.03610229492,None,None,Tuesday,12,2012,2.8371521586340656,31707.85714285714
2012-12-12,30016.0,83252.77626037598,None,None,Wednesday,12,2012,2.7736132815956815,31785.75
2012-12-13,28671.0,80903.48617553711,None,None,Thursday,12,2012,2.821788084668728,31748.535714285714
2012-12-14,32902.0,93185.8401184082,None,None,Friday,12,2012,2.832224184499672,31794.464285714286
2012-12-15,42390.0,117700.7642364502,None,None,Saturday,12,2012,2.776616283001892,31864.071428571428
2012-12-16,40053.0,113064.93955993652,Chanukah End,Religious,Sunday,12,2012,2.8228831687997533,31952.535714285714
2012-12-17,31025.0,87663.08953857422,None,None,Monday,12,2012,2.8255629182457445,32013.071428571428
2012-12-18,30254.0,84829.41421508789,None,None,Tuesday,12,2012,2.803907391256954,32012.35714285714
2012-12-19,31782.0,86869.07473754883,None,None,Wednesday,12,2012,2.7332790490701915,31890.0
2012-12-20,30872.0,86796.90234375,None,None,Thursday,12,2012,2.811508886490995,32210.10714285714
2012-12-21,32848.0,91354.63288879395,None,None,Friday,12,2012,2.781132272552178,32546.714285714286
2012-12-22,40015.0,111457.44650268555,None,None,Saturday,12,2012,2.7853916407018753,32903.82142857143
2012-12-23,38987.0,104602.36471557617,None,None,Sunday,12,2012,2.6830062512010713,33127.21428571428
2012-12-24,32623.0,84275.22366333008,None,None,Monday,12,2012,2.5833069816794922,33346.75
2012-12-25,11.0,24.730000495910645,Christmas,National,Tuesday,12,2012,2.248181863264604,32472.535714285714
2012-12-26,29701.0,83689.67565917969,None,None,Wednesday,12,2012,2.8177393239008683,32692.39285714286
2012-12-27,29086.0,81133.68542480469,None,None,Thursday,12,2012,2.789441154672512,32878.75
2012-12-28,32347.0,90477.89358520508,None,None,Friday,12,2012,2.79710308792794,32948.67857142857
2012-12-29,37154.0,103346.55612182617,None,None,Saturday,12,2012,2.781572808360504,32757.89285714286
2012-12-30,35699.0,96194.05499267578,None,None,Sunday,12,2012,2.694586822955147,32570.714285714286
2012-12-31,35036.0,93035.38549804688,None,None,Monday,12,2012,2.6554225795766317,32559.964285714286
2013-01-01,24087.0,65700.33694458008,NewYear,National,Tuesday,1,2013,2.7276263936804117,32390.964285714286
2013-01-02,32184.0,87961.05828857422,None,None,Wednesday,1,2013,2.733067930915182,32426.678571428572
2013-01-03,36241.0,96227.17367553711,None,None,Thursday,1,2013,2.6552019446355537,32609.428571428572
2013-01-04,33742.0,90897.35678100586,None,None,Friday,1,2013,2.693893568283026,32614.714285714286
2013-01-05,43287.0,116164.41668701172,None,None,Saturday,1,2013,2.683586681613688,32675.928571428572
2013-01-06,43994.0,120076.05895996094,None,None,Sunday,1,2013,2.7293735272982893,32728.35714285714
2013-01-07,33517.0,91454.51977539062,OrthodoxChristmas,Religious,Monday,1,2013,2.7286010017421196,32815.07142857143
2013-01-08,31220.0,85216.67611694336,None,None,Tuesday,1,2013,2.7295540075894733,32848.0
2013-01-09,29532.0,82188.29695129395,None,None,Wednesday,1,2013,2.7830250897769857,32830.71428571428
2013-01-10,29793.0,82292.08410644531,None,None,Thursday,1,2013,2.762128154480761,32870.78571428572
2013-01-11,34476.0,97568.48098754883,None,None,Friday,1,2013,2.8300406366036905,32927.0
2013-01-12,45878.0,126446.30435180664,None,None,Saturday,1,2013,2.7561424724662507,33051.57142857143
2013-01-13,40207.0,114003.71057128906,None,None,Sunday,1,2013,2.8354194685325704,33057.07142857143
2013-01-14,30614.0,86170.06118774414,None,None,Monday,1,2013,2.8147272877684766,33042.392857142855
2013-01-15,30901.0,87034.5217590332,None,None,Tuesday,1,2013,2.816560038802408,33065.5
2013-01-16,28802.0,80448.22540283203,None,None,Wednesday,1,2013,2.7931471912656076,32959.07142857143
2013-01-17,28370.0,81080.65835571289,None,None,Thursday,1,2013,2.8579717432397915,32869.71428571428
2013-01-18,32812.0,93370.16069030762,None,None,Friday,1,2013,2.845610163669012,32868.42857142857
2013-01-19,42267.0,120200.50227355957,None,None,Saturday,1,2013,2.8438380361407143,32948.857142857145
2013-01-20,37041.0,104855.47366333008,None,None,Sunday,1,2013,2.8307948938562695,32879.357142857145
2013-01-21,30887.0,87843.41986083984,MartinLutherKingDay,National,Monday,1,2013,2.8440256373503363,32817.357142857145
2013-01-22,25556.0,72773.60177612305,None,None,Tuesday,1,2013,2.8476131544890846,33729.67857142857
2013-01-23,25594.0,71643.54542541504,None,None,Wednesday,1,2013,2.7992320631950864,33583.0
2013-01-24,24967.0,69963.05044555664,None,None,Thursday,1,2013,2.8022209494755734,33435.892857142855
2013-01-25,29852.0,84246.88763427734,None,None,Friday,1,2013,2.8221522053556662,33346.78571428572
2013-01-26,40693.0,113707.63861083984,None,None,Saturday,1,2013,2.7942800631764637,33473.17857142857
2013-01-27,38427.0,108192.70379638672,None,None,Sunday,1,2013,2.815538652415924,33570.607142857145
2013-01-28,27796.0,77048.51567077637,None,None,Monday,1,2013,2.771928179262353,33312.03571428572
2013-01-29,25549.0,69889.3486328125,None,None,Tuesday,1,2013,2.735502314486379,33364.25
2013-01-30,23523.0,64729.79367828369,None,None,Wednesday,1,2013,2.7517660875859242,33054.92857142857
2013-01-31,26751.0,74801.45901489258,None,None,Thursday,1,2013,2.7962116935775327,32716.0
2013-02-01,39076.0,106810.68200683594,None,None,Friday,2,2013,2.7334087932960367,32906.5
2013-02-02,51032.0,139748.92169189453,None,None,Saturday,2,2013,2.7384566878016643,33183.107142857145
2013-02-03,41558.0,116248.92352294922,SuperBowl,Sporting,Sunday,2,2013,2.7972694432588003,33096.107142857145
2013-02-04,28992.0,82050.16104125977,None,None,Monday,2,2013,2.830096614281863,32934.5
2013-02-05,31633.0,90345.29566955566,None,None,Tuesday,2,2013,2.8560457645356325,32949.25
2013-02-06,31937.0,89786.51876831055,None,None,Wednesday,2,2013,2.811363583564848,33035.142857142855
2013-02-07,29699.0,83909.60076904297,None,None,Thursday,2,2013,2.825334212230815,33031.78571428572
2013-02-08,35546.0,100270.65266418457,None,None,Friday,2,2013,2.820870215050486,33070.0
